,CONEXION,SECTOR,CDESTIPSER,MES,AÑO,CATEGORIA,fecha_inicio,hora_inicio,fecha_fin,hora_fin,latitud,longitud,fecha_hora_inicio,fecha_hora_fin,tiempo_resta
525,1073550,S54,AG: Conexiones Domiciliarias                      ,2,2025,Rotura Tuberia Matriz,2025-02-12,1960-01-01 21:54:00,2025-02-16,1960-01-01 17:31:48.320,-6.4642259467577645,-76.35805893135868,2025-02-12 21:54:00-01:00,2025-02-16 17:31:48.320000-01:00,3
526,1576529,S83,AG: Conexiones Domiciliarias                      ,1,2025,Rotura Tuberia Matriz,2025-01-28,1960-01-01 04:33:00,2025-01-30,1960-01-01 02:08:20.608,-6.495141376926724,-76.35047388004902,2025-01-28 04:33:00-01:00,2025-01-30 02:08:20.608000-01:00,1
527,1373750,S83,AG: Conexiones Domiciliarias                      ,6,2025,Rotura Tuberia Matriz,2025-06-05,1960-01-01 21:42:00,2025-06-07,1960-01-01 09:30:34.564,-6.480376034696295,-76.35604657080714,2025-06-05 21:42:00-01:00,2025-06-07 09:30:34.564000-01:00,1
528,1437360,S83,AG: Conexiones Domiciliarias                      ,6,2025,Rotura Tuberia Matriz,2025-06-06,1960-01-01 19:26:00,2025-06-10,1960-01-01 04:27:09.598,-6.4971408170723866,-76.35589177384163,2025-06-06 19:26:00-01:00,2025-06-10 04:27:09.598000-01:00,3
529,102309,S83,AG: Conexiones Domiciliarias                      ,9,2025,Rotura Tuberia Matriz,2025-09-16,1960-01-01 01:01:00,2025-09-19,1960-01-01 17:20:23.728,-6.495448983620093,-76.37493180059855,2025-09-16 01:01:00-01:00,2025-09-19 17:20:23.728000-01:00,3
530,70124,S83,AG: Conexiones Domiciliarias                      ,3,2025,Rotura Tuberia Matriz,2025-03-05,1960-01-01 05:28:00,2025-03-06,1960-01-01 20:08:12.432,-6.500678268631994,-76.34815192556647,2025-03-05 05:28:00-01:00,2025-03-06 20:08:12.432000-01:00,1
531,86326,S83,AG: Conexiones Domiciliarias                      ,9,2025,Rotura Tuberia Matriz,2025-09-17,1960-01-01 09:41:00,2025-09-18,1960-01-01 10:56:04.472,-6.4963718025719945,-76.37586058239157,2025-09-17 09:41:00-01:00,2025-09-18 10:56:04.472000-01:00,1
533,104739,S83,AG: Conexiones Domiciliarias                      ,1,2025,Rotura Tuberia Matriz,2025-01-26,1960-01-01 08:53:00,2025-01-28,1960-01-01 02:22:59.890,-6.491603886441353,-76.37137147039198,2025-01-26 08:53:00-01:00,2025-01-28 02:22:59.890000-01:00,1
534,103183,S83,AG: Conexiones Domiciliarias                      ,7,2025,Rotura Tuberia Matriz,2025-07-16,1960-01-01 01:21:00,2025-07-18,1960-01-01 07:00:10.126,-6.492988124809118,-76.35279583453156,2025-07-16 01:21:00-01:00,2025-07-18 07:00:10.126000-01:00,2
535,3064176,S83,AG: Conexiones Domiciliarias                      ,6,2025,Rotura Tuberia Matriz,2025-06-05,1960-01-01 04:33:00,2025-06-08,1960-01-01 11:51:43.132,-6.483759797168786,-76.35805893135868,2025-06-05 04:33:00-01:00,2025-06-08 11:51:43.132000-01:00,3
537,2021785,S83,AG: Conexiones Domiciliarias                      ,10,2025,Rotura Tuberia Matriz,2025-10-06,1960-01-01 07:06:00,2025-10-09,1960-01-01 04:59:49.348,-6.512828456105235,-76.3727646430815,2025-10-06 07:06:00-01:00,2025-10-09 04:59:49.348000-01:00,2
538,197439,S83,AG: Conexiones Domiciliarias                      ,2,2025,Rotura Tuberia Matriz,2025-02-22,1960-01-01 11:53:00,2025-02-26,1960-01-01 07:44:31.086,-6.515904406296032,-76.37075228252996,2025-02-22 11:53:00-01:00,2025-02-26 07:44:31.086000-01:00,3
539,2987051,S2,AG: Conexiones Domiciliarias                      ,3,2025,Rotura Tuberia Matriz,2025-03-11,1960-01-01 05:30:00,2025-03-12,1960-01-01 18:30:56.620,-6.489604424303387,-76.35914251011721,2025-03-11 05:30:00-01:00,2025-03-12 18:30:56.620000-01:00,1
540,2987051,S2,AG: Conexiones Domiciliarias                      ,8,2025,Rotura Tuberia Matriz,2025-08-07,1960-01-01 04:38:00,2025-08-10,1960-01-01 05:25:09.528,-6.489604424303387,-76.35914251011721,2025-08-07 04:38:00-01:00,2025-08-10 05:25:09.528000-01:00,3
541,1162992,S2,AG: Conexiones Domiciliarias                      ,2,2025,Rotura Tuberia Matriz,2025-02-13,1960-01-01 11:37:00,2025-02-14,1960-01-01 22:29:25.760,-6.512213263804534,-76.35604657080714,2025-02-13 11:37:00-01:00,2025-02-14 22:29:25.760000-01:00,1
542,1163046,S2,AG: Conexiones Domiciliarias                      ,3,2025,Rotura Tuberia Matriz,2025-03-13,1960-01-01 01:01:00,2025-03-14,1960-01-01 01:29:40.638,-6.4985250402108115,-76.3543438041866,2025-03-13 01:01:00-01:00,2025-03-14 01:29:40.638000-01:00,1
543,1968057,S51,AG: Conexiones Domiciliarias                      ,12,2025,Rotura Tuberia Matriz,2025-12-03,1960-01-01 10:51:00,2025-12-07,1960-01-01 10:44:10.816,-6.513289849835895,-76.36579877963385,2025-12-03 10:51:00-01:00,2025-12-07 10:44:10.816000-01:00,3
544,647440,S51,AG: Conexiones Domiciliarias                      ,11,2025,Rotura Tuberia Matriz,2025-11-07,1960-01-01 13:11:00,2025-11-08,1960-01-01 19:26:37.760,-6.494987573509534,-76.39412662432096,2025-11-07 13:11:00-01:00,2025-11-08 19:26:37.760000-01:00,1
545,1593090,S51,AG: Conexiones Domiciliarias                      ,4,2025,Rotura Tuberia Matriz,2025-04-28,1960-01-01 02:04:00,2025-04-29,1960-01-01 14:50:35.456,-6.477453676111302,-76.39134027894191,2025-04-28 02:04:00-01:00,2025-04-29 14:50:35.456000-01:00,1
547,2369933,S51,AG: Conexiones Domiciliarias                      ,10,2025,Rotura Tuberia Matriz,2025-10-03,1960-01-01 18:59:00,2025-10-04,1960-01-01 23:51:24.496,-6.466994569929116,-76.3949006091485,2025-10-03 18:59:00-01:00,2025-10-04 23:51:24.496000-01:00,1
548,1678342,S51,AG: Conexiones Domiciliarias                      ,10,2025,Rotura Tuberia Matriz,2025-10-11,1960-01-01 14:42:00,2025-10-13,1960-01-01 14:30:55.092,-6.51129047393972,-76.35171225577304,2025-10-11 14:42:00-01:00,2025-10-13 14:30:55.092000-01:00,1
549,619805,S51,AG: Conexiones Domiciliarias                      ,8,2025,Rotura Tuberia Matriz,2025-08-12,1960-01-01 05:39:00,2025-08-13,1960-01-01 12:57:18.476,-6.497909830397307,-76.37369342487452,2025-08-12 05:39:00-01:00,2025-08-13 12:57:18.476000-01:00,1
550,2242641,S51,AG: Conexiones Domiciliarias                      ,10,2025,Rotura Tuberia Matriz,2025-10-14,1960-01-01 17:14:00,2025-10-17,1960-01-01 21:18:17.496,-6.489450619194756,-76.35124786487653,2025-10-14 17:14:00-01:00,2025-10-17 21:18:17.496000-01:00,3
551,1579717,S51,AG: Conexiones Domiciliarias                      ,3,2025,Rotura Tuberia Matriz,2025-03-23,1960-01-01 16:29:00,2025-03-26,1960-01-01 00:29:39.317,-6.483144569317247,-76.39041149714888,2025-03-23 16:29:00-01:00,2025-03-26 00:29:39.317000-01:00,2
552,657473,S51,AG: Conexiones Domiciliarias                      ,12,2025,Rotura Tuberia Matriz,2025-12-14,1960-01-01 15:14:00,2025-12-18,1960-01-01 05:25:51.062,-6.473916061498204,-76.36100007370324,2025-12-14 15:14:00-01:00,2025-12-18 05:25:51.062000-01:00,3
553,655617,S51,AG: Conexiones Domiciliarias                      ,8,2025,Rotura Tuberia Matriz,2025-08-05,1960-01-01 17:17:00,2025-08-08,1960-01-01 11:18:43.380,-6.490834863481594,-76.36657276446137,2025-08-05 17:17:00-01:00,2025-08-08 11:18:43.380000-01:00,2
554,1634155,S51,AG: Conexiones Domiciliarias                      ,3,2025,Rotura Tuberia Matriz,2025-03-01,1960-01-01 20:53:00,2025-03-03,1960-01-01 17:41:41.060,-6.495602786896265,-76.39366223342445,2025-03-01 20:53:00-01:00,2025-03-03 17:41:41.060000-01:00,1
555,1678170,S51,AG: Conexiones Domiciliarias                      ,2,2025,Rotura Tuberia Matriz,2025-02-23,1960-01-01 12:17:00,2025-02-26,1960-01-01 20:09:20.440,-6.51205946561154,-76.36920431287491,2025-02-23 12:17:00-01:00,2025-02-26 20:09:20.440000-01:00,3
557,1678000,S51,AG: Conexiones Domiciliarias                      ,9,2025,Rotura Tuberia Matriz,2025-09-12,1960-01-01 21:08:00,2025-09-16,1960-01-01 08:36:37.328,-6.5094448891214185,-76.3453655801874,2025-09-12 21:08:00-01:00,2025-09-16 08:36:37.328000-01:00,3
558,654486,S51,AG: Conexiones Domiciliarias                      ,11,2025,Rotura Tuberia Matriz,2025-11-16,1960-01-01 18:53:00,2025-11-19,1960-01-01 17:11:04.596,-6.510367682378602,-76.34969989522149,2025-11-16 18:53:00-01:00,2025-11-19 17:11:04.596000-01:00,2
559,3105350,S51,AG: Conexiones Domiciliarias                      ,9,2025,Rotura Tuberia Matriz,2025-09-16,1960-01-01 03:02:00,2025-09-18,1960-01-01 16:07:35.372,-6.500678268631994,-76.35836852528969,2025-09-16 03:02:00-01:00,2025-09-18 16:07:35.372000-01:00,2
561,659414,S51,AG: Conexiones Domiciliarias                      ,8,2025,Rotura Tuberia Matriz,2025-08-04,1960-01-01 16:36:00,2025-08-07,1960-01-01 17:05:26.876,-6.468994121677693,-76.36688235839237,2025-08-04 16:36:00-01:00,2025-08-07 17:05:26.876000-01:00,3
562,1189896,S63,AG: Conexiones Domiciliarias                      ,6,2025,Rotura Tuberia Matriz,2025-06-12,1960-01-01 08:54:00,2025-06-14,1960-01-01 00:33:57.546,-6.5137512431423525,-76.34443679839438,2025-06-12 08:54:00-01:00,2025-06-14 00:33:57.546000-01:00,1
563,1190801,S63,AG: Conexiones Domiciliarias                      ,5,2025,Rotura Tuberia Matriz,2025-05-27,1960-01-01 03:36:00,2025-05-29,1960-01-01 23:57:29.632,-6.492680516611845,-76.36270284032379,2025-05-27 03:36:00-01:00,2025-05-29 23:57:29.632000-01:00,2
564,1187070,S63,AG: Conexiones Domiciliarias                      ,10,2025,Rotura Tuberia Matriz,2025-10-01,1960-01-01 02:34:00,2025-10-04,1960-01-01 04:01:01.967,-6.505446098747052,-76.35759454046216,2025-10-01 02:34:00-01:00,2025-10-04 04:01:01.967000-01:00,3
566,1175055,S6,AG: Conexiones Domiciliarias                      ,9,2025,Rotura Tuberia Matriz,2025-09-15,1960-01-01 23:19:00,2025-09-17,1960-01-01 23:45:33.824,-6.491450081943356,-76.34041207729129,2025-09-15 23:19:00-01:00,2025-09-17 23:45:33.824000-01:00,2
568,1180323,S20,AG: Conexiones Domiciliarias                      ,2,2025,Rotura Tuberia Matriz,2025-02-28,1960-01-01 17:40:00,2025-03-03,1960-01-01 00:22:45.266,-6.489912034379753,-76.35279583453156,2025-02-28 17:40:00-01:00,2025-03-03 00:22:45.266000-01:00,2
569,1181541,S20,AG: Conexiones Domiciliarias                      ,8,2025,Rotura Tuberia Matriz,2025-08-13,1960-01-01 02:04:00,2025-08-15,1960-01-01 11:18:46.088,-6.50329289074703,-76.37245504915049,2025-08-13 02:04:00-01:00,2025-08-15 11:18:46.088000-01:00,2
570,1188900,S20,AG: Conexiones Domiciliarias                      ,3,2025,Rotura Tuberia Matriz,2025-03-28,1960-01-01 08:05:00,2025-03-30,1960-01-01 06:47:17.664,-6.495602786896265,-76.3636316221168,2025-03-28 08:05:00-01:00,2025-03-30 06:47:17.664000-01:00,1
571,1188900,S20,AG: Conexiones Domiciliarias                      ,9,2025,Rotura Tuberia Matriz,2025-09-05,1960-01-01 17:27:00,2025-09-08,1960-01-01 16:44:29.964,-6.495602786896265,-76.3636316221168,2025-09-05 17:27:00-01:00,2025-09-08 16:44:29.964000-01:00,2
572,1189181,S20,AG: Conexiones Domiciliarias                      ,4,2025,Rotura Tuberia Matriz,2025-04-04,1960-01-01 08:17:00,2025-04-07,1960-01-01 08:46:04.244,-6.4651488228327825,-76.39629378183801,2025-04-04 08:17:00-01:00,2025-04-07 08:46:04.244000-01:00,3
573,1189494,S20,AG: Conexiones Domiciliarias                      ,7,2025,Rotura Tuberia Matriz,2025-07-13,1960-01-01 21:40:00,2025-07-17,1960-01-01 10:17:20.028,-6.478222719485261,-76.38793474570083,2025-07-13 21:40:00-01:00,2025-07-17 10:17:20.028000-01:00,3
574,1182948,S20,AG: Conexiones Domiciliarias                      ,6,2025,Rotura Tuberia Matriz,2025-06-10,1960-01-01 13:09:00,2025-06-12,1960-01-01 20:09:23.072,-6.485297863512822,-76.35682055563466,2025-06-10 13:09:00-01:00,2025-06-12 20:09:23.072000-01:00,2
575,1182954,S20,AG: Conexiones Domiciliarias                      ,6,2025,Rotura Tuberia Matriz,2025-06-21,1960-01-01 02:08:00,2025-06-24,1960-01-01 10:06:29.416,-6.482529340714998,-76.35480819508311,2025-06-21 02:08:00-01:00,2025-06-24 10:06:29.416000-01:00,3
577,1840015,S20,AG: Conexiones Domiciliarias                      ,2,2025,Rotura Tuberia Matriz,2025-02-19,1960-01-01 23:19:00,2025-02-23,1960-01-01 01:11:28.187,-6.5022162832877255,-76.36440560694432,2025-02-19 23:19:00-01:00,2025-02-23 01:11:28.187000-01:00,3
578,1182799,S20,AG: Conexiones Domiciliarias                      ,6,2025,Rotura Tuberia Matriz,2025-06-20,1960-01-01 10:29:00,2025-06-24,1960-01-01 03:30:16.410,-6.50329289074703,-76.3585233222552,2025-06-20 10:29:00-01:00,2025-06-24 03:30:16.410000-01:00,3
579,1188721,S20,AG: Conexiones Domiciliarias                      ,3,2025,Rotura Tuberia Matriz,2025-03-28,1960-01-01 20:01:00,2025-03-31,1960-01-01 09:49:05.752,-6.4968332114132785,-76.37384822184002,2025-03-28 20:01:00-01:00,2025-03-31 09:49:05.752000-01:00,2
580,1182670,S20,AG: Conexiones Domiciliarias                      ,2,2025,Rotura Tuberia Matriz,2025-02-13,1960-01-01 13:04:00,2025-02-15,1960-01-01 09:38:29.524,-6.523747993892775,-76.3781825368741,2025-02-13 13:04:00-01:00,2025-02-15 09:38:29.524000-01:00,1
581,1704714,S20,AG: Conexiones Domiciliarias                      ,5,2025,Rotura Tuberia Matriz,2025-05-16,1960-01-01 12:25:00,2025-05-20,1960-01-01 06:33:41.466,-6.488989203587081,-76.38298124280473,2025-05-16 12:25:00-01:00,2025-05-20 06:33:41.466000-01:00,3
582,2510857,S20,AG: Conexiones Domiciliarias                      ,4,2025,Rotura Tuberia Matriz,2025-04-02,1960-01-01 11:09:00,2025-04-05,1960-01-01 04:21:36.271,-6.478991761687113,-76.37617017632257,2025-04-02 11:09:00-01:00,2025-04-05 04:21:36.271000-01:00,2
584,1311529,S26,AG: Conexiones Domiciliarias                      ,11,2025,Rotura Tuberia Matriz,2025-11-12,1960-01-01 03:51:00,2025-11-16,1960-01-01 01:15:04.153,-6.475607967232413,-76.3589877131517,2025-11-12 03:51:00-01:00,2025-11-16 01:15:04.153000-01:00,3
585,1307580,S26,AG: Conexiones Domiciliarias                      ,5,2025,Rotura Tuberia Matriz,2025-05-28,1960-01-01 14:18:00,2025-05-29,1960-01-01 16:30:57.480,-6.52759284493482,-76.38468400942526,2025-05-28 14:18:00-01:00,2025-05-29 16:30:57.480000-01:00,1
586,2932446,S26,AG: Conexiones Domiciliarias                      ,8,2025,Rotura Tuberia Matriz,2025-08-27,1960-01-01 04:32:00,2025-08-28,1960-01-01 05:11:42.206,-6.487143536930192,-76.3781825368741,2025-08-27 04:32:00-01:00,2025-08-28 05:11:42.206000-01:00,1
587,2081161,S26,AG: Conexiones Domiciliarias                      ,10,2025,Rotura Tuberia Matriz,2025-10-11,1960-01-01 09:40:00,2025-10-12,1960-01-01 18:17:25.248,-6.47668463156537,-76.39722256363103,2025-10-11 09:40:00-01:00,2025-10-12 18:17:25.248000-01:00,1
588,2003149,S26,AG: Conexiones Domiciliarias                      ,8,2025,Rotura Tuberia Matriz,2025-08-25,1960-01-01 12:04:00,2025-08-26,1960-01-01 16:30:50.780,-6.506984098812173,-76.372919440047,2025-08-25 12:04:00-01:00,2025-08-26 16:30:50.780000-01:00,1
589,1307083,S26,AG: Conexiones Domiciliarias                      ,4,2025,Rotura Tuberia Matriz,2025-04-30,1960-01-01 07:23:00,2025-05-02,1960-01-01 08:43:45.726,-6.492219103963536,-76.36641796749586,2025-04-30 07:23:00-01:00,2025-05-02 08:43:45.726000-01:00,2
590,1632593,S12,AG: Conexiones Domiciliarias                      ,6,2025,Rotura Tuberia Matriz,2025-06-25,1960-01-01 20:23:00,2025-06-28,1960-01-01 23:57:18.264,-6.498217435398113,-76.35914251011721,2025-06-25 20:23:00-01:00,2025-06-28 23:57:18.264000-01:00,3
591,358919,S38,AG: Conexiones Domiciliarias                      ,6,2025,Rotura Tuberia Matriz,2025-06-02,1960-01-01 10:42:00,2025-06-04,1960-01-01 09:13:15.778,-6.466379321645783,-76.39691296970003,2025-06-02 10:42:00-01:00,2025-06-04 09:13:15.778000-01:00,1
592,365204,S38,AG: Conexiones Domiciliarias                      ,2,2025,Rotura Tuberia Matriz,2025-02-15,1960-01-01 12:59:00,2025-02-18,1960-01-01 12:10:03.792,-6.486835925163391,-76.36409601301331,2025-02-15 12:59:00-01:00,2025-02-18 12:10:03.792000-01:00,2
593,353709,S38,AG: Conexiones Domiciliarias                      ,10,2025,Rotura Tuberia Matriz,2025-10-11,1960-01-01 02:17:00,2025-10-14,1960-01-01 19:52:54.560,-6.474223681144331,-76.36223844942728,2025-10-11 02:17:00-01:00,2025-10-14 19:52:54.560000-01:00,3
594,146867,S84,AG: Conexiones Domiciliarias                      ,6,2025,Rotura Tuberia Matriz,2025-06-17,1960-01-01 04:36:00,2025-06-19,1960-01-01 12:35:01.772,-6.492988124809118,-76.34660395591143,2025-06-17 04:36:00-01:00,2025-06-19 12:35:01.772000-01:00,2
595,146867,S84,AG: Conexiones Domiciliarias                      ,6,2025,Rotura Tuberia Matriz,2025-06-04,1960-01-01 22:23:00,2025-06-06,1960-01-01 18:31:48.360,-6.492988124809118,-76.34660395591143,2025-06-04 22:23:00-01:00,2025-06-06 18:31:48.360000-01:00,1
597,1870476,S84,AG: Conexiones Domiciliarias                      ,10,2025,Rotura Tuberia Matriz,2025-10-15,1960-01-01 19:32:00,2025-10-18,1960-01-01 09:07:07.178,-6.475761776563441,-76.38329083673574,2025-10-15 19:32:00-01:00,2025-10-18 09:07:07.178000-01:00,2
598,2233932,S84,AG: Conexiones Domiciliarias                      ,6,2025,Rotura Tuberia Matriz,2025-06-25,1960-01-01 09:58:00,2025-06-27,1960-01-01 14:41:23.156,-6.50975248706225,-76.35202184970404,2025-06-25 09:58:00-01:00,2025-06-27 14:41:23.156000-01:00,2
599,1800062,S84,AG: Conexiones Domiciliarias                      ,4,2025,Rotura Tuberia Matriz,2025-04-14,1960-01-01 21:38:00,2025-04-18,1960-01-01 18:33:42.452,-6.466994569929116,-76.36007129191023,2025-04-14 21:38:00-01:00,2025-04-18 18:33:42.452000-01:00,3
600,146577,S84,AG: Conexiones Domiciliarias                      ,7,2025,Rotura Tuberia Matriz,2025-07-12,1960-01-01 13:55:00,2025-07-16,1960-01-01 05:33:19.356,-6.482529340714998,-76.38189766404619,2025-07-12 13:55:00-01:00,2025-07-16 05:33:19.356000-01:00,3
601,1924255,S84,AG: Conexiones Domiciliarias                      ,12,2025,Rotura Tuberia Matriz,2025-12-20,1960-01-01 01:09:00,2025-12-21,1960-01-01 13:55:47.268,-6.499447853520182,-76.35356981935908,2025-12-20 01:09:00-01:00,2025-12-21 13:55:47.268000-01:00,1
602,2176068,S84,AG: Conexiones Domiciliarias                      ,10,2025,Rotura Tuberia Matriz,2025-10-21,1960-01-01 19:40:00,2025-10-25,1960-01-01 00:52:48.356,-6.472070339686031,-76.4001637059756,2025-10-21 19:40:00-01:00,2025-10-25 00:52:48.356000-01:00,3
603,772458,S84,AG: Conexiones Domiciliarias                      ,9,2025,Rotura Tuberia Matriz,2025-09-17,1960-01-01 04:21:00,2025-09-20,1960-01-01 08:53:25.184,-6.471916529230526,-76.36951390680592,2025-09-17 04:21:00-01:00,2025-09-20 08:53:25.184000-01:00,3
604,136691,S84,AG: Conexiones Domiciliarias                      ,8,2025,Rotura Tuberia Matriz,2025-08-08,1960-01-01 03:43:00,2025-08-11,1960-01-01 13:21:11.472,-6.484836444102376,-76.38793474570083,2025-08-08 03:43:00-01:00,2025-08-11 13:21:11.472000-01:00,3
605,717695,S84,AG: Conexiones Domiciliarias                      ,4,2025,Rotura Tuberia Matriz,2025-04-10,1960-01-01 07:28:00,2025-04-12,1960-01-01 21:19:01.656,-6.469609366777839,-76.36161926156525,2025-04-10 07:28:00-01:00,2025-04-12 21:19:01.656000-01:00,2
606,717695,S84,AG: Conexiones Domiciliarias                      ,4,2025,Rotura Tuberia Matriz,2025-04-07,1960-01-01 22:08:00,2025-04-09,1960-01-01 16:04:28.912,-6.469609366777839,-76.36161926156525,2025-04-07 22:08:00-01:00,2025-04-09 16:04:28.912000-01:00,1
608,126014,S84,AG: Conexiones Domiciliarias                      ,5,2025,Rotura Tuberia Matriz,2025-05-01,1960-01-01 11:34:00,2025-05-04,1960-01-01 14:55:04.580,-6.486066894924858,-76.38716076087331,2025-05-01 11:34:00-01:00,2025-05-04 14:55:04.580000-01:00,3
609,1489902,S84,AG: Conexiones Domiciliarias                      ,2,2025,Rotura Tuberia Matriz,2025-02-25,1960-01-01 12:34:00,2025-02-27,1960-01-01 16:55:59.224,-6.5123670619504015,-76.3588329161862,2025-02-25 12:34:00-01:00,2025-02-27 16:55:59.224000-01:00,2
610,772240,S84,AG: Conexiones Domiciliarias                      ,3,2025,Rotura Tuberia Matriz,2025-03-31,1960-01-01 01:18:00,2025-04-03,1960-01-01 10:55:21.460,-6.532052835157082,-76.38251685190822,2025-03-31 01:18:00-01:00,2025-04-03 10:55:21.460000-01:00,3
612,144957,S84,AG: Conexiones Domiciliarias                      ,9,2025,Rotura Tuberia Matriz,2025-09-06,1960-01-01 17:33:00,2025-09-10,1960-01-01 07:15:24.956,-6.483759797168786,-76.38886352749385,2025-09-06 17:33:00-01:00,2025-09-10 07:15:24.956000-01:00,3
613,127367,S84,AG: Conexiones Domiciliarias                      ,10,2025,Rotura Tuberia Matriz,2025-10-28,1960-01-01 08:49:00,2025-10-31,1960-01-01 15:35:03.144,-6.508060696056033,-76.35047388004902,2025-10-28 08:49:00-01:00,2025-10-31 15:35:03.144000-01:00,3
